day,stock,open,high,low,close,volume
1000.0,1000.0,91.4496,91.8984,89.8788,89.9448,101840.0
1000.0,1001.0,300.96,300.96,289.08,289.08,3024.0
1000.0,1002.0,32.373,32.439,32.373,32.406,5920.0
1000.0,1003.0,58.74,58.74,58.74,58.74,0.0
1000.0,1004.0,466.686,472.758,466.686,471.042,23184.0
1000.0,1005.0,395.736,395.736,395.736,395.736,0.0
1000.0,1006.0,24.618,24.618,24.618,24.618,0.0
1000.0,1007.0,335.28,335.28,335.28,335.28,0.0
1000.0,1008.0,51.48,51.48,49.5,49.5,0.0
1000.0,1009.0,95.7,98.01,95.7,98.01,1920.0
1000.0,1010.0,45.54,45.54,45.144,45.408,0.0
1000.0,1011.0,843.48,843.48,823.68,823.68,1760.0
1000.0,1012.0,382.8,382.8,382.8,382.8,4000.0
1000.0,1013.0,108.9,108.9,108.9,108.9,0.0
1000.0,1014.0,12.54,12.804,12.54,12.804,9440.0
1000.0,1015.0,88.176,88.176,88.176,88.176,12000.0
1000.0,1016.0,272.58,273.075,265.914,267.366,0.0
1000.0,1017.0,354.42,362.34,354.42,359.7,3520.0
1000.0,1018.0,1889.25,1914.66,1889.25,1909.38,12672.0
1000.0,1019.0,52.866,53.262,52.866,53.064,8800.0
1000.0,1020.0,215.16,216.48,215.16,216.48,1920.0
1000.0,1021.0,198.924,198.924,198.924,198.924,0.0
1000.0,1022.0,871.332,871.332,860.772,863.94,43216.0
1000.0,1023.0,55.7436,56.0736,55.176,55.176,35584.0
1000.0,1024.0,61.38,61.38,61.38,61.38,0.0
1000.0,1025.0,1465.86,1468.5,1458.6,1459.59,36192.0
1000.0,1026.0,927.3,927.3,927.3,927.3,0.0
1000.0,1027.0,109.758,109.758,108.24,108.24,7200.0
1000.0,1028.0,17.886,19.338,17.886,18.81,152000.0
1000.0,1029.0,97.944,97.944,97.944,97.944,0.0
1000.0,1030.0,116.16,116.16,116.16,116.16,0.0
1000.0,1031.0,366.3,366.3,366.3,366.3,0.0
1000.0,1032.0,443.784,445.83,440.814,443.52,73872.0
1000.0,1033.0,462.0,467.676,460.812,467.676,17440.0
1000.0,1034.0,167.706,171.138,167.706,171.138,5328.0
1000.0,1035.0,412.83,418.11,412.83,415.14,89504.0
1000.0,1036.0,363.0,365.64,363.0,365.64,480.0
1000.0,1037.0,679.14,691.68,679.14,684.42,4720.0
1000.0,1038.0,115.5,118.14,115.5,118.14,8000.0
1000.0,1039.0,315.48,315.48,315.48,315.48,0.0
1000.0,1040.0,139.095,141.9,139.095,139.623,7280.0
1000.0,1041.0,131.34,131.34,131.34,131.34,0.0
1000.0,1042.0,134.97,134.97,134.97,134.97,0.0
1000.0,1043.0,46.7148,46.7148,46.7148,46.7148,0.0
1000.0,1044.0,251.592,251.625,250.173,251.526,37584.0
1000.0,1045.0,493.218,495.33,493.218,495.33,20720.0
1000.0,1046.0,374.88,374.88,372.9,374.55,6192.0
1000.0,1047.0,285.846,286.968,282.084,282.15,76960.0
1000.0,1048.0,37.092,37.488,37.092,37.356,9536.0
1000.0,1049.0,37.323,37.488,36.9732,37.3824,651600.0
1000.0,1050.0,44.1012,44.616,44.1012,44.55,290688.0
1000.0,1051.0,15.906,15.906,15.6651,15.6651,173600.0
1000.0,1052.0,161.502,161.502,161.502,161.502,0.0
1000.0,1053.0,56.76,56.76,55.374,56.034,51408.0
1000.0,1054.0,196.68,196.68,196.68,196.68,0.0
1000.0,1055.0,188.1,189.09,188.1,189.09,5040.0
1000.0,1056.0,196.218,200.244,196.218,200.244,16064.0
1000.0,1057.0,19.932,19.932,19.932,19.932,0.0
1000.0,1058.0,63.162,63.162,62.568,62.568,10480.0
1000.0,1059.0,36.5178,36.894,36.4452,36.6498,309280.0
1000.0,1060.0,66.66,71.94,66.66,71.28,159520.0
1000.0,1061.0,27.324,28.116,27.324,28.116,0.0
1000.0,1062.0,18.48,19.14,16.632,19.14,29328.0
1000.0,1063.0,6.93,7.0224,6.93,6.9399,64000.0
1000.0,1064.0,105.864,106.128,105.864,106.128,4800.0
1000.0,1065.0,18.876,18.876,18.876,18.876,0.0
1000.0,1066.0,13.86,13.86,13.398,13.398,96000.0
1000.0,1067.0,798.6,798.6,788.964,792.528,16112.0
1000.0,1068.0,414.48,414.48,407.22,407.22,1440.0
1000.0,1069.0,10.098,10.098,10.098,10.098,0.0
1000.0,1070.0,91.41,91.41,91.08,91.08,0.0
1000.0,1071.0,694.32,694.32,694.32,694.32,0.0
1000.0,1072.0,395.34,405.24,395.34,398.64,1008.0
1000.0,1073.0,335.28,335.28,331.65,331.65,72704.0
1000.0,1074.0,346.5,346.5,346.5,346.5,0.0
1000.0,1075.0,925.98,926.64,924.0,926.64,2576.0
1000.0,1076.0,253.77,253.77,252.12,252.12,3200.0
1000.0,1077.0,62.7924,62.7924,62.7924,62.7924,0.0
1000.0,1078.0,45.9492,46.662,45.738,46.332,1429968.0
1000.0,1079.0,169.884,169.884,167.376,167.376,4800.0
1000.0,1080.0,39.666,39.666,38.313,38.511,27216.0
1000.0,1081.0,94.38,94.38,94.38,94.38,13600.0
1000.0,1082.0,100.452,100.452,99.528,99.528,1248.0
1000.0,1083.0,100.98,100.98,99.0,99.0,1360.0
1000.0,1084.0,100.32,100.32,100.32,100.32,0.0
1000.0,1085.0,299.574,304.788,299.244,304.656,26032.0
1000.0,1086.0,37.62,37.62,37.62,37.62,0.0
1000.0,1087.0,33.528,33.528,33.528,33.528,0.0
1000.0,1088.0,227.04,229.911,226.611,227.106,191472.0
1000.0,1089.0,149.556,149.556,145.86,148.5,40160.0
1000.0,1090.0,356.73,356.73,345.84,345.84,800.0
1000.0,1091.0,13.134,13.134,13.134,13.134,0.0
1000.0,1092.0,97.9176,98.2476,97.35,97.68,314336.0
1000.0,1093.0,236.016,236.016,235.95,235.95,0.0
1000.0,1094.0,41.91,41.91,41.91,41.91,0.0
