day,stock,open,high,low,close,volume
889.0,1000.0,82.632,83.3316,82.632,83.3316,2080.0
889.0,1001.0,264.0,267.96,264.0,267.3,4480.0
889.0,1002.0,44.484,44.814,44.352,44.616,0.0
889.0,1003.0,47.2296,47.2296,46.9392,46.9392,5312.0
889.0,1004.0,482.526,484.836,478.104,478.698,39440.0
889.0,1005.0,282.216,282.216,282.216,282.216,0.0
889.0,1006.0,22.176,23.43,22.176,23.43,9040.0
889.0,1007.0,293.7,293.7,285.12,286.44,0.0
889.0,1008.0,49.5,54.45,49.5,54.45,0.0
889.0,1009.0,107.58,110.22,107.58,110.22,5072.0
889.0,1010.0,39.6,40.128,39.204,39.204,160.0
889.0,1011.0,753.72,756.36,752.4,756.36,1680.0
889.0,1012.0,455.4,471.9,455.4,471.9,1840.0
889.0,1013.0,91.08,93.06,91.08,91.08,0.0
889.0,1014.0,14.388,14.388,14.388,14.388,0.0
889.0,1015.0,80.784,80.784,80.784,80.784,0.0
889.0,1016.0,244.299,244.299,244.299,244.299,0.0
889.0,1017.0,330.66,330.66,330.66,330.66,0.0
889.0,1018.0,1833.15,1842.39,1824.24,1841.4,5072.0
889.0,1019.0,44.22,45.606,44.022,45.606,3440.0
889.0,1020.0,166.32,166.98,166.32,166.98,4800.0
889.0,1021.0,171.732,171.732,170.478,170.478,2400.0
889.0,1022.0,843.612,856.812,843.612,852.192,105600.0
889.0,1023.0,48.774,49.5396,48.774,48.9588,45360.0
889.0,1024.0,56.76,56.76,56.76,56.76,0.0
889.0,1025.0,1433.19,1437.48,1426.92,1433.85,27856.0
889.0,1026.0,795.3,851.4,795.3,851.4,2576.0
889.0,1027.0,98.01,98.934,97.614,98.076,7984.0
889.0,1028.0,18.216,18.216,18.084,18.084,0.0
889.0,1029.0,151.47,151.47,151.14,151.14,880.0
889.0,1030.0,115.5,115.5,115.5,115.5,0.0
889.0,1031.0,346.5,346.5,346.5,346.5,0.0
889.0,1032.0,397.32,403.26,397.32,403.194,164592.0
889.0,1033.0,387.42,392.106,382.8,389.4,94512.0
889.0,1034.0,147.444,147.444,147.378,147.378,1040.0
889.0,1035.0,393.36,401.28,392.37,397.98,80192.0
889.0,1036.0,411.18,418.44,411.18,413.82,2944.0
889.0,1037.0,698.28,704.55,694.65,695.97,3552.0
889.0,1038.0,115.5,115.5,115.5,115.5,0.0
889.0,1039.0,261.36,261.36,261.36,261.36,2000.0
889.0,1040.0,146.85,147.312,146.85,147.048,23712.0
889.0,1041.0,144.54,144.54,144.54,144.54,0.0
889.0,1042.0,144.54,144.54,144.54,144.54,0.0
889.0,1043.0,39.468,39.468,39.468,39.468,0.0
889.0,1044.0,217.338,217.338,213.18,213.708,43920.0
889.0,1045.0,436.128,442.794,434.808,438.57,32800.0
889.0,1046.0,370.92,377.85,370.92,375.54,12240.0
889.0,1047.0,377.652,377.652,377.652,377.652,2416.0
889.0,1048.0,39.93,40.59,39.93,40.59,10400.0
